ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0020869509,perelandra space trilogy paperback,cs lewis,1987,scribner
0441518575,man of two worlds,frank herbert,1987,ace
0020427107,white mountains,john christopher,1970,macmillan company.
2070513335,charlie et la chocolaterie,roald dahl,2002,gallimard jeunesse
0812522281,villains by necessity,forward eve,1996,tor
055324504X,flowers for algernon,daniel keyes,1981,bantam
2277301043,la ligne verte e episode,stephen king,1996,editions 84
2070402991,du plus loin de loubli,patrick modiano,1999,gallimard jeunesse
2070364852,le voyageur imprudent,renaaa barjavel,1973,gallimard
0821757903,a priceless acquisition zebra regency romance,cathleen clare,1997,zebra
0373291418,last bride in texas harlequin historical series no,judith stacy,2000,harlequin
0440213738,the brains of rats,michael blumlein,1997,dell
055302907X,the winds twelve quarters,ursula k leguin,1976,bantam doubleday dell
0671683071,urban shaman,serge kahili king,1990,fireside
1930051220,free the animals : the story of the animal liberation front,ingrid newkirk,2000,lantern
0971904774,songbook,nick hornby,2002,mcsweeneys
0590485849,a pony for keeps pony pals no,jeanne betancourt,1995,scholastic
0449207420,atlantis: the eighth continent,charles berlitz,1996,fawcett
068971419X,a gathering of days : a new england girls journal,joan w blos,1990,aladdin
0689717830,bright shadow,avi,1994,aladdin
8420725935,rimas y leyendas biblioteca didactica anaya,gustavo adolfo becquer,1998,continental company
0025439456,joshua and the children,joseph f girzone,1989,scribner
8477357862,medico el,noah gordon,1991,ediciones b
0778320510,without you mira,mary lynn baxter,2004,mira
0761532463,the ultimate wedding idea book: creative ideas to make your wedding fun romantic and memorable,cynthia clumeck muchnick,2001,prima lifestyles
0373195826,in pursuit of a princess royally wed: the missing heir silhouette romance no,donna clayton,2002,silhouette
1842323008,a town like alice,nevil shute,2002,house of stratus
0373201141,legendary lovers by request novels in,debbie macomber,1995,harlequin
0440220769,once upon a dream,katherine kingsley,1997,dell
0373833717,christmas treats,lindsay armstrong,1998,harlequin
0140035745,over to you: ten stories of flyers and flying,roald dahl,1989,penguin
0373244592,the princess is pregnant crown and glory silhouette special edition no,laurie paige,2002,silhouette
0140187286,the lost honor of katharina blum : or how violence develops and where it can lead penguin twentieth century classics,heinrich baall,1994,penguin
0140258809,the serpent garden,judith merkle riley,1997,penguin
038533530X,still she haunts me: a novel,katie roiphe,2002,delta
0553298119,mother help me live one last wish,lurlene mcdaniel,1992,bantam
0553561340,the legacy: making wishes come true one last wish,lurlene mcdaniel,1993,bantam
0553567187,ill be seeing you,lurlene mcdaniel,1996,bantam
0140443339,the oresteia penguin classics,aeschylus,1984,penguin
0553211021,oliver twist bantam classics,charles dickens,1982,bantam
0525443959,my side of the mountain,jean craighead george,1988,dutton
0876306954,can you believe your eyes over illusions and other visual oddities,j richard block,1989,brunner-routledge
0192823523,the interpretation of dreams oxford worlds classics,sigmund freud,2000,oxford university
0553070282,the difference engine,william gibson,1991,bantam dell
0553214497,jos boys,louisa may alcott,1995,bantam
0738200654,rattling the cage: toward legal rights for animals,steven m wise,2000,perseus
0874774241,the new drawing on the right side of the brain,betty edwards,1999,putnam
0590110039,perloo the bold,avi,1999,scholastic signature
2070413586,nouvelles sous ecstasy,fraaadaaaric beigbeder,2000,gallimard
2290315435,tout maaanerve,pascal pellerin,2001,j'ai lu
0877799113,the merriam webster dictionary merriamwebster dictionary,merriam webster,1994,"merriam-webster, ."
0877799024,the merriam webster thesaurus,merriamwebster,1989,merriam-webster
0812524594,black unicorn,tanith lee,1993,tor
0684869543,the official ebay guide to buying selling and collecting just about anything,laura fisher kaiser,1999,fireside
0397300727,indian captive: the story of mary jemison,lois lenski,1994,harpercollins juvenile
0882435183,the joy of signing: the new illustrated guide for mastering sign language and the manual alphabet,lottie l riekehof,1978,gospel pub. house
0373201540,daddy for christmas by request by request,p browning,1998,harlequin
0671570625,the path creating your mission statement for work and for life : creating your mission statement for work and for life,laurie beth jones,1996,sound ideas
3596152267,unsere hochzeiten,dorit rabinyan,2001,"fischer , frankfurt"
0451403576,innocent victims onyx true crime je,scott whisnant,1993,onyx
0689823959,i have lived a thousand years: growing up in the holocaust,livia bittonjackson,1999,simon pulse
0805053034,father and son : winner of the southern book award,larry brown,1997,owl
0785268162,the death of innocence : the untold story of jonbenets murder and how its exploitation compromised the pursuit of truth,john ramsey,2000,nelson
014130975X,the blue sword,robin mckinley,2000,puffin
0440917409,deathwatch laurel leaf books,robb white,1973,laure leaf
0140254188,trash,amy yamada,1996,penguin
0486414132,demian dover thrift editions,hermann hesse,2000,dover
0517362422,collected poems of emily dickinson,emily dickinson,1988,gramercy
0439376181,you are here this is now: the best young writers and artists in america,david levithan,2002,push
0751518042,blacksmith,jenny maxwell,2001,little brown uk
1573222461,walking a literary labyrinth: a spirituality of reading,nancy m malone,2003,riverhead
0439279895,pure sunshine,brian james,2002,push
0553109944,the lazarus child,robert mawson,1998,bantam dell
0060505931,the good mother : a novel,sue miller,2002,perennial
0916773337,games babies play: from birth to twelve months,vicki lansky,1993,west
0374518173,the complete poems,elizabeth bishop,1984,"farrar, straus and giroux"
0307231038,grovers book of cute little baby animals: featuring jim hensons sesame street muppets,b g ford,1980,children's television workshop
081183140X,alexandria: in which the extraordinary correspondence of griffin sabine unfolds,nick bantock,2002,chronicle
0465016901,the drama of the gifted child: the search for the true self,alice miller,1996,basic
0689845340,the farthest shore : the earthsea cycle,ursula k le guin,2001,simon pulse
0385419937,silicon snake oil: second thoughts on the information highway,clifford stoll,1995,doubleday
0684825090,hes got the whole world in his pants,gavin edwards,1996,fireside
0582530083,animal farm bridge,naura hayden,1945,longman
9500715309,tesis sobre un homicidio narrativas argentinas,diego paszkowski,1999,sudamericana
3442449146,puppenmord oder bis dass ihr tod ihn scheidet,tom sharpe,2001,goldmann
0553259202,heroes gods and monsters of greek myths,bernard evslin,1984,laurel-leaf
0399148663,fragrant harbor,john lanchester,2002,marian wood
0385333676,the first billion,christopher reich,2002,delacorte
8420646326,animales en general,gerald durrell,1995,alianza
0671693646,a rock and a hard place:star trek next generation star trek next generation numbered,peter david,1990,star trek
0671747967,the rift star trek book,peter david,1991,star trek
0877016933,glasnost bizarro,dan piraro,1990,chronicle llc
0345274695,harpist in the wind,patricia a mckillip,1980,ballantine
0061081841,a season of angels harper monogram,debbie macomber,1993,harpercollins
0061094196,faith,len deighton,1995,harper mass market
1565048032,clan novel: gangrel,gherbod fleming,1999,white wolf games studio
0140182217,women in love twentieth century classics s,dh lawrence,1990,penguin
0553143581,cyoa lost jewels of nabooti,ra montgomery,1981,bantam doubleday dell
0140430040,pilgrims progress penguin classics,john bunyan,1959,penguin
0553231804,space beyond,raymond a montgomery,1982,bantam
0440433053,henry and the clubhouse henry huggins paperback,beverly cleary,1979,dell company
078690514X,daughter of the drow forgotten realms: starlight and shadows book,elaine cunningham,1995,tsr
0441218911,expanded universe,robert heinlein,1993,ace charter
0446602140,there was a little girl,evan hunter,1995,warner
0425063100,once and future king,t h white,1983,berkley
0880380845,unearthed arcana official advanced dungeons and dragons,gary gygax,1985,wizards of the coast
0425175464,hickory dickory dock hercule poirot mysteries paperback,agatha christie,2000,berkley
0553267604,magician : apprentice,raymond e feist,1993,spectra
0553108743,everything and a kite,ray romano,1998,bantam dell
0345402383,the fourth garfield fat cat three pack,jim davis,1995,ballantine
034542204X,tales of the cthulhu mythos,h p lovecraft,1998,del rey
0312969481,zen and the art of murder st martins minotaur mysteries,elizabeth m cosin,1999,st. martin's minotaur
0590031686,the awesome egyptians horrible histories,terry deary,1997,scholastic
0684852721,heaven talks back : an uncommon conversation,jon macks,1998,simon & schuster
1887317023,the habits of seven highly annoying people,tony x,1996,tim nyberg
0684852195,fear no yellow stickies : more business wisdom too simple not to know,richard a moran,1998,fireside
0345324196,the golden torc,julian may,1988,del rey
0440224438,pariah: a kurt muller mystery kurt muller mysteries paperback,thomas zigal,2000,dell company
0373226845,gypsy magic harlequin intrigue no,rebecca york,2002,harlequin
0515120464,tainted blood,andrew billings,1997,jove
0805054952,easy meat,john harvey,1997,owl company
0553278193,ferdelance crime line,rex stout,1992,bantam
0316920797,the peoples almanac presents the book of liststhe s edition,david wallechinsky,1993,little brown & co
044100850X,oceanspace,allen m steele,2001,ace
0195108973,the new york public librarys books of the century,elizabeth diefendorf,1996,oxford university
0380401967,dispatches,michael herr,1978,avon
1555972608,if you want to write: a book about art independence and spirit,brenda ueland,1997,graywolf
0380794500,a groom with a view : a jane jeffry mystery jane jeffry mysteries paperback,jill churchill,2000,avon
8478442960,el misterio del solitario,jostein gaarder,1996,siruela
0440159407,murder at hazelmoor,agatha christie,1976,bantam doubleday dell
0060938293,communion : the female search for love,bell hooks,2002,perennial currents
0380719983,a fatal attachment,robert barnard,1994,harper mass market
0671738283,malice domestic : malice domestic malice domestic paperback,rosalind greenberg,1994,pocket
0553583999,may there be a road,louis lamour,2002,bantam
0066214718,guardian of the horizon peters elizabeth,elizabeth peters,2004,william morrow
0446364916,bloodline,sidney sheldon,1982,not avail
0060509546,tropic of night,michael gruber,2003,william morrow
0553214861,babbitt,sinclair lewis,1998,bantam
0553250221,tucker,louis lamour,1981,bantam
0684835509,the case for mars,robert zubrin,1997,free
0553579045,your babys first year,steven p shelov,1998,bantam
0380733390,borrower of the night: the first vicky bliss mystery,elizabeth peters,2000,avon
0449225119,as long as life: memoirs of a frontier woman doctor,mary canaga md rowland,1996,fawcett
088404288X,voyage of vengeance mission earth vol,l ron hubbard,1987,bridge
0816733023,uses for mooses and other popular pets,mike thaler,1994,troll communications
0552147753,exorcist,william p blatty,1999,bantam doubleday dell
0425185400,peace maker,gordon kent,2002,berkley
0738201669,meaning of it all: thoughts of a citizen scientist helix books,richard p feynman,1999,perseus
034544244X,witch gate banned the banished hardcover,james clemens,2001,ballantine
0425142884,silent thunder,peter tasker,1994,berkley
044690922X,fletch and the widow bradley,gregory mcdonald,1981,warner
0449220710,woman without a past,phyllis a whitney,1993,fawcett
0152012842,water dance,thomas locker,1997,harcourt children's
0553213733,robinson crusoe bantam classic,daniel defoe,1982,bantam
